s_lu,X_R,Y_R,Z_R,lambda,phi_contact
121.540053891006,10.010931431906,270.488320354648,114.504426659454,178.988388406201,9.76996261670138e-15
122.41444276792,9.47768505236814,271.99855791448,115.931129622056,180.18436188701,0
123.288831644834,8.84681622089811,273.784624422705,117.643618538487,181.772626066006,0
124.163220521748,8.31000055710386,275.27914503376,119.097655901636,182.972450419195,-1.15463194561016e-14
125.037609398661,7.68738972346623,277.003433537597,120.80009136132,184.505871271025,-7.105427357601e-15
125.911998275575,7.14750530444744,278.449883102686,122.249584937784,185.666747202207,1.33226762955019e-14
126.786387152489,6.52341796706144,280.136670876756,123.965722115468,187.179535772001,-8.88178419700125e-15
127.660776029402,5.99533313746871,281.508531963084,125.382009849259,188.262331990209,1.4210854715202e-14
128.535164906316,5.36017793526028,283.183695376044,127.138320527515,189.791552672898,-5.32907051820075e-15
129.40955378323,4.85219695616271,284.456683473759,128.493132116115,190.760198224166,2.66453525910038e-15
130.283942660144,4.20036128275926,286.137062909349,130.309730937604,192.331567088671,7.99360577730113e-15
131.158331537057,3.69467527986858,287.367114835996,131.659890320032,193.264916776561,6.21724893790088e-15
132.032720413971,3.06971951190522,288.92601201011,133.397588951184,194.694159400144,1.77635683940025e-15
132.907109290885,2.53975535625487,290.19245710544,134.831512070627,195.708678520272,1.86517468137026e-14
133.781498167798,1.9555948762065,291.589820778213,136.438012177411,196.932830666558,1.24344978758018e-14
134.655887044712,1.39087083913009,292.917069441876,137.988482085932,198.068274271419,2.57571741713036e-14
135.530275921626,0.857156787987222,294.151171425216,139.452424121841,199.077717660201,7.105427357601e-15
136.40466479854,0.24850830557147,295.545825334619,141.133607347805,200.349471077807,1.77635683940025e-15
137.279053675453,-0.256856186668138,296.67459889241,142.515895879345,201.227672721418,1.86517468137026e-14
