s,X,Y,Z,lambda,valid,phi
1844.7247257414451,222.98241204634166,-75.56920749743679,92.26099639118287,100.91286212085826,True,8.881784197001252e-15
1855.7052300613348,214.3042361094197,-68.02219425040977,82.70652936345962,101.96969678665675,True,0.0
1866.6857343812244,204.05071679006184,-59.42580505059519,72.30300014184151,105.15477759304463,True,3.552713678800501e-15
1877.6662387011138,192.9995765274877,-50.51638949335895,62.115522978389365,109.19669643797872,True,-7.105427357601002e-15
1888.6467430210034,182.06715155843742,-42.039812035530616,53.02509882208362,112.72257847901143,True,7.105427357601002e-15
1899.627247340893,171.99739952286848,-34.500453734480736,45.459877855713145,114.76576496097017,True,-7.105427357601002e-15
1910.6077516607825,163.17055844366797,-28.077115083083577,39.41568721080185,114.94785599228695,True,2.1316282072803006e-14
1921.588255980672,155.6156680612326,-22.711085677519662,34.64532708748165,113.34671981512777,True,-7.105427357601002e-15
1932.5687603005617,149.14380615437494,-18.213513395439243,30.83359071893649,110.2822545691201,True,0.0
1943.5492646204511,143.4741124685051,-14.35139657705637,27.689180247823757,106.15390177891811,True,-7.105427357601002e-15
1954.5297689403408,138.31357388939728,-10.901512831045615,24.97594669051942,101.34899672181815,True,1.4210854715202004e-14
1965.5102732602302,133.39867288988836,-7.6746419319362005,22.51635920829294,96.20142092364102,True,0.0
1976.4907775801198,128.51117838242533,-4.52205646299344,20.184518652722026,90.97988217859259,True,7.105427357601002e-15
1987.4712819000094,123.47853661089269,-1.3323701062090905,17.89610360080632,85.89237252101782,True,1.4210854715202004e-14
1998.4517862198988,118.16623629597234,1.9759605936782378,15.598299246443723,81.09826558765101,True,7.105427357601002e-15
2009.4322905397885,112.46753938248028,5.46287826996619,13.261329107528958,76.72205127220174,True,7.105427357601002e-15
2020.4127948596781,106.29483214499416,9.173120562839333,10.872731475699972,72.86402213328174,True,7.105427357601002e-15
2031.3932991795675,99.57607574066468,13.138866073858587,8.435139887323743,69.60410180523256,True,7.105427357601002e-15
2042.3738034994572,92.25907152007426,17.377196237428883,5.967766489911959,66.9958455179763,True,-3.552713678800501e-15
2053.3543078193466,84.3254421644659,21.881779193989956,3.5110502500046294,65.0488645586957,True,0.0
2064.3348121392364,75.81434302386904,26.60953727302772,1.1325634076835236,63.70060130571204,True,-3.552713678800501e-15
2075.315316459126,68.73682004012332,30.212477918080886,5.244960732397885e-08,60.28006602882416,True,3.552713678800501e-15
2086.2958207790152,63.56732646557993,32.519961487036966,1.254005681516901e-07,54.40005884444079,True,-3.552713678800501e-15
2097.276325098905,58.589900352790785,34.73195074783256,1.299380443242626e-07,48.42139821172627,True,-1.7763568394002505e-15
2108.2568294187945,53.83244570378133,36.83396981376438,1.202622144091947e-07,42.29696454052365,True,-5.329070518200751e-15
2119.237333738684,49.27449687812917,38.83308683003112,9.389204613796664e-08,36.03072340600969,True,0.0
2130.2178380585738,44.8469407976942,40.758048892662615,1.5110551832009378e-07,29.6813021870424,True,1.7763568394002505e-15
2141.198342378463,40.44329222921286,42.65419257184091,1.7568640497955812e-07,23.35190017104964,True,2.6645352591003757e-15
2152.1788466983526,35.94466584515918,44.57288793372737,7.687835212877303e-08,17.163983815826676,True,1.3322676295501878e-15
2163.1593510182424,31.258577302419482,46.555878999398416,3.48471251854221e-10,11.213961679278867,True,2.220446049250313e-16
2174.139855338132,-1333.310040626868,662.7722902546528,-87.00508618020213,inf,False,
2185.1203596580212,-28.382382463025532,71.66760813105887,0.01162359157262621,53.93699978054414,True,1.9133999940024182e-15
