s,z_orig,r_orig,z_smooth,r_smooth,dr_orig,dz_orig,dr_smooth,dz_smooth,curvature_orig,curvature_smooth
243.129841,151.976621,237.627818,152.010428,237.568189,0.451037,0.892498,0.449802,0.892425,0.00667230,0.00656802
244.205626,152.938498,238.109591,152.972194,238.048656,0.444558,0.895743,0.443410,0.895606,0.00679914,0.00672318
245.277519,153.900375,238.582611,153.933884,238.520487,0.437957,0.898988,0.436961,0.898759,0.00692498,0.00668802
246.345550,154.862253,239.046812,154.895495,238.983629,0.431236,0.902231,0.430210,0.902001,0.00704913,0.00735433
247.409752,155.824130,239.502132,155.857224,239.437606,0.424396,0.905469,0.422876,0.905448,0.00717142,0.00789648
248.470160,156.786008,239.948514,156.819153,239.882160,0.417440,0.908696,0.415726,0.908737,0.00729162,0.00696611
249.526814,157.747885,240.385905,157.781001,240.317838,0.410369,0.911911,0.408848,0.911835,0.00740943,0.00733236
250.579758,158.709762,240.814254,158.742758,240.744619,0.403186,0.915110,0.401788,0.914954,0.00752421,0.00734830
251.629039,159.671640,241.233519,159.704418,241.162485,0.395894,0.918287,0.394673,0.918033,0.00763522,0.00745170
252.674708,160.633517,241.643659,160.665975,241.571423,0.388498,0.921441,0.387463,0.921088,0.00774288,0.00754650
253.716819,161.595394,242.044643,161.627427,241.971420,0.380999,0.924567,0.380195,0.924103,0.00784670,0.00757781
254.755430,162.557272,242.436438,162.588769,242.362469,0.373402,0.927660,0.372780,0.927116,0.00794600,0.00785628
255.790601,163.519149,242.819024,163.550153,242.744185,0.365713,0.930719,0.364446,0.930412,0.00804017,0.00948621
256.822397,164.481026,243.192380,164.511839,243.115851,0.357935,0.933737,0.356301,0.933550,0.00812860,0.00745945
257.850886,165.442904,243.556498,165.473410,243.478514,0.350075,0.936712,0.348832,0.936350,0.00821176,0.00807526
258.876139,166.404781,243.911370,166.434863,243.832197,0.342138,0.939640,0.341125,0.939177,0.00828897,0.00796330
259.898227,167.366658,244.256996,167.396196,244.176929,0.334129,0.942518,0.333413,0.941936,0.00835964,0.00808976
260.917229,168.328536,244.593383,168.357411,244.512740,0.326056,0.945341,0.325702,0.944629,0.00842336,0.00796734
261.933222,169.290413,244.920542,169.318509,244.839667,0.317925,0.948106,0.317758,0.947334,0.00847937,0.00857812
262.946287,170.252290,245.238495,170.279683,245.157170,0.309744,0.950810,0.308819,0.950282,0.00852816,0.01003366
263.956509,171.214168,245.547266,171.241121,245.464652,0.301519,0.953450,0.300286,0.953007,0.00856915,0.00772984
264.963972,172.176045,245.846888,172.202434,245.763335,0.293259,0.956023,0.292550,0.955401,0.00860185,0.00837189
265.968763,173.137922,246.137400,173.163627,246.053284,0.284971,0.958526,0.284615,0.957796,0.00862589,0.00815355
266.970971,174.099800,246.418847,174.124704,246.334567,0.276665,0.960957,0.276668,0.960124,0.00864072,0.00839811
267.970685,175.061677,246.691283,175.085673,246.607253,0.268349,0.963312,0.268981,0.962321,0.00864667,0.00762255
268.967997,176.023554,246.954767,176.046587,246.871258,0.260031,0.965591,0.259839,0.964835,0.00864344,0.01142188
269.962999,176.985432,247.209366,177.007882,247.124993,0.251721,0.967790,0.250829,0.967223,0.00863077,0.00734378
270.955783,177.947309,247.455153,177.969062,247.370345,0.243428,0.969910,0.243275,0.969147,0.00860827,0.00838453
271.946441,178.909186,247.692209,178.930137,247.607411,0.235161,0.971947,0.235376,0.971105,0.00857623,0.00807093
272.935066,179.871064,247.920620,179.891117,247.836289,0.226930,0.973902,0.227652,0.972957,0.00853425,0.00802261
273.921751,180.832941,248.140481,180.852014,248.057078,0.218744,0.975773,0.219848,0.974772,0.00848205,0.00824183
274.906588,181.794819,248.351893,181.812958,248.269348,0.210612,0.977561,0.210868,0.976769,0.00842051,0.01046857
275.889667,182.756696,248.554962,182.774148,248.472224,0.202545,0.979264,0.202390,0.978573,0.00834897,0.00719162
276.871080,183.718573,248.749804,183.735249,248.667351,0.194551,0.980884,0.195137,0.980053,0.00826752,0.00791418
277.850915,184.680451,248.936538,184.696276,248.854848,0.186640,0.982420,0.187589,0.981543,0.00817622,0.00781337
278.829261,185.642328,249.115292,185.657243,249.034837,0.178822,0.983873,0.180490,0.982897,0.00807527,0.00697939
279.806204,186.604205,249.286198,186.618162,249.207441,0.171106,0.985245,0.172398,0.984373,0.00796579,0.00988217
280.781828,187.566083,249.449397,187.579291,249.371352,0.163498,0.986536,0.163961,0.985837,0.00784706,0.00769432
281.756215,188.527960,249.605031,188.540458,249.527604,0.156010,0.987748,0.156849,0.987006,0.00771874,0.00711838
282.729446,189.489837,249.753254,189.501574,249.676920,0.148650,0.988883,0.149987,0.988092,0.00758207,0.00717526
283.701598,190.451715,249.894219,190.462653,249.819439,0.141424,0.989942,0.143272,0.989112,0.00743776,0.00681407
284.672746,191.413592,250.028090,191.423709,249.955299,0.134341,0.990929,0.136413,0.990111,0.00728535,0.00747526
285.642964,192.375469,250.155032,192.384840,250.083991,0.127409,0.991844,0.128687,0.991172,0.00712487,0.00861809
286.612320,193.337347,250.275216,193.346109,250.205135,0.120635,0.992691,0.121685,0.992077,0.00695769,0.00596288
287.580883,194.299224,250.388818,194.307349,250.320146,0.114024,0.993473,0.115723,0.992808,0.00678442,0.00645353
