z,u,v,Phi,kappa_n,iters,flag,pred_type
464.6243024540734,0.0,0.0,0.0,-0.0017640887142358248,0,0,
467.26421326347156,0.0,0.0,0.0,-0.0017640888414482065,0,0,
469.9041240728697,0.0,0.0,0.0,-0.0017640889602263835,0,0,
472.54403488226785,0.0,0.0,0.0,-0.001764089071517102,0,0,
475.183945691666,0.0,0.0,0.0,-0.0017640891766495842,0,0,
477.82385650106414,0.0,0.0,0.0,-0.001764089277284952,0,0,
480.4637673104623,0.0,0.0,0.0,-0.0017640893754394447,0,0,
483.10367811986043,0.0,0.0,0.0,-0.0017640894735330966,0,0,
485.7435889292586,0.0,0.0,0.0,-0.0017640895744309708,0,0,
488.3834997386567,0.0,0.0,0.0,-0.0017640896816124945,0,0,
491.02341054805487,0.0,0.0,0.0,-0.001764089799608929,0,0,
493.663321357453,0.0,0.0,0.0,-0.0017640899342589922,0,0,
496.30323216685116,0.0,0.0,0.0,-0.0017640900934976875,0,0,
498.9431429762493,0.0,0.0,0.0,-0.0017640902900918738,0,0,
501.58305378564745,0.0,0.0,0.0,-0.0017640905410195565,0,0,
504.2229645950456,0.0,0.0,0.0,-0.0017640908674748307,0,0,
506.86287540444374,0.0,0.0,0.0,-0.0017640913076919678,0,0,
509.5027862138419,0.0,0.0,0.0,-0.0017640919154129058,0,0,
512.14269702324,0.0,0.0,0.0,-0.0017640927579657228,0,0,
514.7826078326382,0.0,0.0,0.0,-0.001764094076692251,0,0,
517.4225186420363,0.0,0.0,0.0,-0.0017640962679572774,0,0,
520.0624294514345,0.0,0.0,0.0,-0.001764099495863599,0,0,
522.7023402608326,0.0,0.0,0.0,-0.0017641037393859487,0,0,
525.3422510702308,0.0,0.0,0.0,-0.001764108658621341,0,0,
527.9821618796288,0.0,0.0,0.0,-0.0017641137010349862,0,0,
530.622072689027,0.0,0.0,0.0,-0.0017641181588250493,0,0,
533.2619834984251,0.0,0.0,0.0,-0.0017641214492639579,0,0,
535.9018943078233,0.0,0.0,0.0,-0.001764123396205743,0,0,
538.5418051172214,0.0,0.0,0.0,-0.0017641243194314632,0,0,
541.1817159266196,0.0,0.0,0.0,-0.0017641248756247907,0,0,
543.8216267360177,0.0,0.0,0.0,-0.00176412537220505,0,0,
546.4615375454159,0.0,0.0,0.0,-0.0017641258852150261,0,0,
549.101448354814,0.0,0.0,0.0,-0.0017641263914748486,0,0,
551.7413591642122,0.0,0.0,0.0,-0.0017641268859092411,0,0,
554.3812699736103,0.0,0.0,0.0,-0.0017641273744113542,0,0,
557.0211807830085,0.0,0.0,0.0,-0.0017641278551666015,0,0,
559.6610915924066,0.0,0.0,0.0,-0.0017641283274089231,0,0,
562.3010024018048,0.0,0.0,0.0,-0.0017641287913893057,0,0,
564.9409132112029,0.0,0.0,0.0,-0.001764129246771338,0,0,
567.5808240206011,0.0,0.0,0.0,-0.0017641296932767296,0,0,
570.2207348299992,0.0,0.0,0.0,-0.0017641301307253045,0,0,
572.8606456393974,0.0,0.0,0.0,-0.0017641305589013972,0,0,
575.5005564487955,0.0,0.0,0.0,-0.0017641309776004147,0,0,
578.1404672581937,0.0,0.0,0.0,-0.001764131386635687,0,0,
580.7803780675918,0.0,0.0,0.0,-0.0017641317858283945,0,0,
583.42028887699,0.0,0.0,0.0,-0.001764132175010975,0,0,
586.060199686388,0.0,0.0,0.0,-0.0017641325540283894,0,0,
588.7001104957862,0.0,0.0,0.0,-0.00176413292273811,0,0,
591.3400213051843,0.0,0.0,0.0,-0.0017641332810104102,0,0,
593.9799321145825,0.0,0.0,0.0,-0.0017641336287290068,0,0,
596.6198429239806,0.0,0.0,0.0,-0.0017641339657917263,0,0,
599.2597537333788,0.0,0.0,0.0,-0.0017641342921105104,0,0,
601.8996645427769,0.0,0.0,0.0,-0.0017641346076119949,0,0,
604.5395753521751,0.0,0.0,0.0,-0.00176413491223806,0,0,
607.1794861615732,0.0,0.0,0.0,-0.0017641352059457529,0,0,
609.8193969709714,0.0,0.0,0.0,-0.0017641354887078442,0,0,
612.4593077803695,0.0,0.0,0.0,-0.0017641357605131535,0,0,
615.0992185897677,0.0,0.0,0.0,-0.0017641360213664613,0,0,
617.7391293991658,0.0,0.0,0.0,-0.0017641362712890348,0,0,
620.379040208564,0.0,0.0,0.0,-0.0017641365103183962,0,0,
623.0189510179621,0.0,0.0,0.0,-0.0017641367385088159,0,0,
625.6588618273603,0.0,0.0,0.0,-0.0017641369559322703,0,0,
628.2987726367584,0.0,0.0,0.0,-0.0017641371626732742,0,0,
630.9386834461566,0.0,0.0,0.0,-0.0017641373588368136,0,0,
633.5785942555547,0.0,0.0,0.0,-0.0017641375445595403,0,0,
636.2185050649529,0.0,0.0,0.0,-0.0017641377199391548,0,0,
638.858415874351,0.0,0.0,0.0,-0.0017641378851274078,0,0,
641.4983266837492,0.0,0.0,0.0,-0.0017641380405242556,0,0,
644.1382374931472,0.0,0.0,0.0,-0.0017641381858227057,0,0,
646.7781483025454,0.0,0.0,0.0,-0.001764138321012376,0,0,
649.4180591119435,0.0,0.0,0.0,-0.001764138449583696,0,0,
652.0579699213417,0.0,0.0,0.0,-0.001764138565805988,0,0,
654.6978807307398,0.0,0.0,0.0,-0.0017641386710345124,0,0,
657.337791540138,0.0,0.0,0.0,-0.0017641388510465815,0,0,
659.9777023495361,0.0,0.0,0.0,-0.001764139200955963,0,0,
662.6176131589343,0.0,0.0,0.0,-0.0017641397937794867,0,0,
665.2575239683324,0.0,0.0,0.0,-0.0017641406766079394,0,0,
667.8974347777306,0.0,0.0,0.0,-0.0017641418897334992,0,0,
670.5373455871287,0.0,0.0,0.0,-0.0017641434750713997,0,0,
673.1772563965269,0.0,0.0,0.0,-0.0017641454792867914,0,0,
